장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
1,양전1리남자경로당,충청남도,금산군,44710,충청남도 금산군 금성면 양전길 21,,36.1224969,127.4781283,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,원터 경로당,충청남도,금산군,44710,충청남도 금산군 금성면 원터길 9,,36.1330235458,127.443337,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,동편리 경로당,충청남도,금산군,44710,충청남도 금산군 군북면 퉁점길 3,,36.1789114046,127.5247629,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,음대리 경로당,충청남도,금산군,44710,충청남도 금산군 남일면 음대3길 6,,36.0252457836,127.5069533935,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,용진3리 경로당,충청남도,금산군,44710,충청남도 금산군 복수면 용진길 8,,36.1716338,127.4321218559,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,삼가1리 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 휴양림로 2352,,36.1332597,127.3929878,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,만악3리 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 놋종골길 51,,36.1480206,127.4208050942,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
2,비단고을단기보호,충청남도,금산군,44710,충청남도 금산군 제원면 군북로 143-25,,36.12246727,127.539477,30,충청남도 금산군,041-750-2714,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
2,다솜,충청남도,금산군,44710,충청남도 금산군 금성면 마수로 208,,36.1462482,127.4793836,30,충청남도 금산군,041-750-2714,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,원구석 경로당,충청남도,금산군,44710,충청남도 금산군 남이면 거북바위길19,,36.0170350654,127.4666946059,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,명암리 노인회관,충청남도,금산군,44710,충청남도 금산군 제원면 울바우길10,,36.1100439427,127.5372714084,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,당디 경로당(묵산2리 경로당),충청남도,금산군,44710,충청남도 금산군 진산면 안당디길 14,,36.1521122966,127.3649544596,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,비례1리 경로당,충청남도,금산군,44710,충청남도 금산군 추부면 골말길 55,,36.2075072752,127.4838980057,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,선원리 경로당,충청남도,금산군,44710,충청남도 금산군 부리면 선원1길 11,,36.0727712891,127.5489180538,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,지량1리 경로당,충청남도,금산군,44710,충청남도 금산군 복수면 지량길 33,,36.2474184363,127.3699630932,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,금고 경로당 (현내2리 경로당),충청남도,금산군,44710,충청남도 금산군 부리면 금고길 19,,36.0488142409,127.5619800435,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,상막현 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 상막현길 2,,36.1935137424,127.3528587634,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,하막현 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 하막현길 77,,36.2040661,127.368057,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,지방2리 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 가사동길 7,,36.1849612,127.351741,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,지방1리 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 지방골길 60,,36.1779178,127.351226,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,두지1리 경로당,충청남도,금산군,44710,충청남도 금산군 진산면 실학로 30,,36.1681837787,127.3450967,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,미량(양곡1리) 경로당,충청남도,금산군,44710,충청남도 금산군 부리면 미량길 6,,36.0656277,127.5610122168,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,흑암2리 경로당,충청남도,금산군,44710,충청남도 금산군 남이면 성산길 6,,36.0314274548,127.452148,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,흑암1리 경로당,충청남도,금산군,44710,충청남도 금산군 남이면 보석사로 303,,36.0236209,127.4549073734,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,역평2리 경로당,충청남도,금산군,44710,충청남도 금산군 남이면 중역평길 60,,36.0520185132,127.417364,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,불이1리 경로당,충청남도,금산군,44710,충청남도 금산군 부리면 무금로 1691-2,,36.0631063,127.5468530190,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,구억2리 경로당,충청남도,금산군,44710,충청남도 금산군 제원면 신안사로 73,,36.1279086752,127.545426,30,충청남도 금산군,041-750-2713,금산경찰서,N,0,,2019-12-03,4550000,충청남도 금산군
1,제일영도교회 노인대학,부산광역시,영도구,26200,부산광역시 영도구 영봉길 110,부산광역시 영도구 신선동1가 91,35.09097781,129.0454073,30,부산광역시 영도구,051-419-4558,영도경찰서,N,,7,2019-11-11,3280000,부산광역시 영도구
1,빛과진리 노인교실,부산광역시,영도구,26200,부산광역시 영도구 한사랑길 63,부산광역시 영도구 영선동1가 108,35.08972781,129.0440205,30,부산광역시 영도구,051-419-4558,영도경찰서,N,,7,2019-11-11,3280000,부산광역시 영도구
1,와치노인교실,부산광역시,영도구,26200,부산광역시 영도구 함지로79번길 76,부산광역시 영도구 동삼동 510-9,35.0759963962,129.0655229,30,부산광역시 영도구,051-419-4558,영도경찰서,Y,1,12,2019-11-11,3280000,부산광역시 영도구
1,파랑새노인건강센터,부산광역시,영도구,26200,부산광역시 영도구 와치로 78,부산광역시 영도구 청학동 483-1,35.08595082,129.0596029241,30,부산광역시 영도구,051-419-4558,영도경찰서,N,,6,2019-11-11,3280000,부산광역시 영도구
1,영도구 노인복회관,부산광역시,영도구,26200,부산광역시 영도구 절영로29번길 14,부산광역시 영도구 대교동2가 159-10,35.09133005,129.0400929,30,부산광역시 영도구,051-419-4558,영도경찰서,N,,4,2019-11-11,3280000,부산광역시 영도구
01,카네이션요양원,경기도,군포시,41410,경기도 군포시 이당로 107,경기도 군포시 당정동 990-8,37.34478545,126.9573628,50,군포시,031-390-0295,군포경찰서,N,0,14,2019-09-17,4020000,경기도 군포시
01,군포시늘푸른노인복지관,경기도,군포시,41410,경기도 군포시 산본천로 101,경기도 군포시 산본동 1096,37.3639769331,126.9331042526,50,군포시,031-390-0295,군포경찰서,N,0,21,2019-09-17,4020000,경기도 군포시
01,광정경로당,경기도,군포시,41410,경기도 군포시 산본로 431번길 21,경기도 군포시 산본동 1112-4,37.36679734,126.9244544,30,군포시,031-390-0295,군포경찰서,Y,1,7,2019-09-17,4020000,경기도 군포시
01,군포시노인복지관,경기도,군포시,41410,경기도 군포시 고산로 223,경기도 군포시 당동 887,37.34555278,126.9474896384,30,군포시,031-390-0295,군포경찰서,N,0,12,2019-09-17,4020000,경기도 군포시
1,내3리 경로당,충청남도,태안군,44825,충청남도 태안군 이원면 원이로 2394,충청남도 태안군 이원면 내리 665-30,36.9327125,126.3033679,30,태안군,041-670-2719,태안경찰서,N,,3,2020-02-07,4620000,충청남도 태안군
1,황촌2리 경로당,충청남도,태안군,44825,충청남도 태안군 원북면 옥파로 944,충청남도 태안군 원북면 황촌리 660-3,36.8796950084,126.2037124,30,태안군,041-670-2719,태안경찰서,N,,3,2020-02-07,4620000,충청남도 태안군
1,마산2리 경로당,충청남도,태안군,44825,충청남도 태안군 원북면 마산길 174,충청남도 태안군 원북면 마산리 559-3,36.8286549,126.2666297908,30,태안군,041-670-2719,태안경찰서,N,,3,2020-02-07,4620000,충청남도 태안군
1,유성구 노인복지관,대전광역시,유성구,30200,대전광역시 유성구 가정로 15,대전광역시 유성구 신성동 372,36.3845474836,127.3440235731,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,사회복지법인 사랑의집,대전광역시,유성구,30200,대전광역시 유성구 송정길6번길 156,대전광역시 유성구 송정동 196,36.285343,127.260841,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,뿌리경로당,대전광역시,유성구,30200,대전광역시 유성구 관들5길 14,대전광역시 유성구 관평동 1248,36.4228578549,127.392004,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,게이트볼장,충청남도,계룡시,44250,충청남도 계룡시 금암로 127,,36.2755484056,127.2562741984,30,충남 계룡시,042-840-2272,논산경찰서,Y,2,19-21m,2020-01-01,6440000,충청남도
1,봉산4통경로당,대전광역시,유성구,30200,대전광역시 유성구 봉산로36번길 7,대전광역시 유성구 봉산동 199-4,36.437029,127.3869969158,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,구암2통경로당,대전광역시,유성구,30200,대전광역시 유성구 계룡로52번길 77,대전광역시 유성구 구암동 609-1,36.351624,127.335776,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,구룡2통경로당,대전광역시,유성구,30200,대전광역시 유성구 구룡달전로 266,대전광역시 유성구 구룡동 산6-5,36.450471,127.3642892,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,원내2통경로당,대전광역시,유성구,30200,대전광역시 유성구 진잠로102번길 50,대전광역시 유성구 원내동 206-5,36.300696,127.3182483,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,외삼2통경로당,대전광역시,유성구,30200,대전광역시 유성구 외삼로 70,대전광역시 유성구 외삼동 178-2,36.399582,127.316989,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,궁동3통경로당,대전광역시,유성구,30200,대전광역시 유성구 궁동로 60,대전광역시 유성구 궁동 72-3,36.3640014285,127.351229,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,궁동할머니경로당,대전광역시,유성구,30200,대전광역시 유성구 농대로 15번길 25,대전광역시 유성구 궁동 428-1,36.361622,127.351664,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,외삼1통경로당,대전광역시,유성구,30200,대전광역시 유성구 외삼로 196,대전광역시 유성구 외삼동 366,36.4032252966,127.3117947812,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,전민제1경로당,대전광역시,유성구,30200,대전광역시 유성구 전민로 18번길 22,대전광역시 유성구 전민동 369-1,36.3977201,127.403202,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,창리경로당,대전광역시,유성구,30200,대전광역시 유성구 유성대로 694번길 23-1,대전광역시 유성구 구암동 588-10,36.355213,127.333089,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,관평1통경로당,대전광역시,유성구,30200,대전광역시 유성구 관용로 44,대전광역시 유성구 관평동 542-13,36.4149259768,127.3813673,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,복용2통경로당,대전광역시,유성구,30200,대전광역시 유성구 복용동로 87,대전광역시 유성구 복용동 121-2,36.33763991,127.3245653,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,봉명희망마을경로당,대전광역시,유성구,30200,대전광역시 유성구 유성대로 680번길 126,대전광역시 유성구 봉명동 463-35,36.352397,127.3373491065,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,신성동경로당,대전광역시,유성구,30200,대전광역시 유성구 신성로 72번안길 42,대전광역시 유성구 신성동 129,36.3908008590,127.350498,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
1,봉명6통할머니경로당,대전광역시,유성구,30200,대전광역시 유성구 계룡로 74번길 79-15,대전광역시 유성구 봉명동 557-5,36.351117,127.338872,30,대전광역시 유성구청,042-611-2588,대전유성경찰서,Y,,,2020-03-11,3670000,대전광역시 유성구
